Final Letter Grade Rating,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
4,721,19731121,695,26,125,1,20051231,0.99,0.35,1225802,391536,7609,838295,0,118486,521631,183287,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
5,749,19730918,1283,128,132,17,20101231,0.85,0.97,239540,51620,891,219425,0,159107,333678,123169,47225,79848,0,79848,0,0,0,78136,78136,0,0,3,0,0,79848,116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
2,749,19730918,1283,128,132,17,20061231,1.3,0.75,469627,168693,15701,219362,0,187146,336312,88050,0,79848,0,79848,0,0,0,78136,78136,0,0,3,0,0,79848,116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
3,749,19730918,1283,128,132,17,19981231,0.9,1.22,239156,40996,0,219426,0,190330,200867,45000,0,79848,0,79848,0,0,0,78136,78136,0,0,3,0,0,79848,116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
4,749,19730918,1283,128,132,17,20071231,0.86,1.19,680928,486245,6915,219425,0,215271,277053,95688,0,79848,0,79848,0,0,0,78136,78136,0,0,3,0,0,79848,116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
4,749,19730918,1283,128,132,17,20091231,0.9,1.07,210285,10970,1408,219425,0,185184,293271,113254,6811,79848,0,79848,0,0,0,78136,78136,0,0,3,0,0,79848,116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
5,675,19730911,907,64,135,16,20031231,0.83,0.62,249191,74422,3476,206178,0,173157,344027,66424,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,19971231,1.37,0.72,800808,545021,-30872,208976,0,298115,455039,40625,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,19981231,1.15,0.73,258687,11707,6234,208976,0,178434,290159,46298,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,20001231,1.22,0.75,439915,173026,11077,208976,0,207367,330095,53440,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,20011231,1.2,0.94,375056,117652,6933,208976,0,237166,310681,57439,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,20021231,1.41,0.72,356998,58973,3313,208976,0,170661,299670,61757,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,20041231,1.16,0.91,280938,34969,3327,208976,0,218958,311475,71467,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
2,675,19730911,907,64,135,16,20051231,1.31,0.94,342172,64588,4447,208976,0,236249,329003,76923,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
3,691,19730911,103,99,69,17,19961231,0.83,3.03,194584,40425,2661,181803,0,280038,128884,36400,0,129908,38148,91760,0,0,0,91760,91760,0,11,3,0,402930,129908,100,25,56,19,0,0,100,0,0,1,0,1.96,0,16,72,12,0,0,0
3,691,19730911,103,99,69,17,19971231,0.67,1.49,211567,87936,2652,181803,0,205639,176987,39000,0,129908,38148,91760,0,0,0,91760,91760,0,11,3,0,402930,129908,100,25,56,19,0,0,100,0,0,1,0,1.96,0,16,72,12,0,0,0
3,675,19730911,907,64,135,16,19951231,0.9,0.9,254164,37126,28622,208976,0,164334,220816,37408,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
4,675,19730911,907,64,135,16,19961231,0.84,0.72,263889,58780,29528,209026,0,136711,229688,40153,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
5,716,19730823,1205,83,75,17,20051231,0.84,0.98,322079,57803,5758,307243,0,164294,291202,123226,0,127656,23719,103937,0,0,7075,123076,123076,0,7,5,2,153182,127656,156,39,117,0,0,0,156,0,0,0,0,1.31,18,82,45,11,0,0,0
1,743,19730806,1126,318,52,4,19981231,2.36,1.47,835986,18092,1611,346246,0,766652,592870,71239,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,19991231,1.88,2.53,859190,98599,9102,399264,0,503480,274947,76196,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20001231,1.82,2.33,974096,206160,17717,412854,0,535480,2223696,1993813,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20011231,2.08,2.36,941280,76234,8825,412484,0,601139,2254124,1999483,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20041231,3.74,1.2,1041934,0,5855,277344,0,1088484,1014966,106658,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20061231,2.99,2.58,1076869,239983,6905,277344,0,766303,419105,122015,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20071231,2.26,3.31,769395,133581,8325,277344,0,995860,431609,130505,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20081231,2.6,2.4,765224,33290,11567,277344,0,736040,445784,139584,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20091231,4.04,3.52,1176873,52581,4892,277344,0,1100271,461976,149296,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1,743,19730806,1126,318,52,4,20101231,3.88,2.8,1290624,212534,1966,277344,0,900255,481245,159683,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
5,698,19730803,321,270,30,17,20041231,0.78,0.58,571839,107643,8193,585831,0,207651,579704,210870,13055,194703,25013,169690,12000,0,0,186643,174643,12000,9,7,2,335333,206703,201,75,126,0,0,89,112,0,0,16,0,1.86,0,89,72,20,20,0,0
5,698,19730803,321,270,30,17,20051231,0.82,0.48,577015,86651,9351,585831,0,244867,735959,225092,0,194703,25013,169690,12000,0,0,186643,174643,12000,9,7,2,335333,206703,201,75,126,0,0,89,112,0,0,16,0,1.86,0,89,72,20,20,0,0
3,698,19730803,321,270,30,17,19971231,0.99,1.01,726342,86664,15286,585831,42713,359674,529575,138014,35169,194703,25013,169690,12000,0,0,186643,174643,12000,9,7,2,335333,206703,201,75,126,0,0,89,112,0,0,16,0,1.86,0,89,72,20,20,0,0
4,698,19730803,321,270,30,17,20031231,0.93,0.78,760355,206876,8101,585831,0,223675,491010,197526,7221,194703,25013,169690,12000,0,0,186643,174643,12000,9,7,2,335333,206703,201,75,126,0,0,89,112,0,0,16,0,1.86,0,89,72,20,20,0,0
4,698,19730803,321,270,30,17,20061231,0.95,0.44,676367,102376,16174,585832,0,240745,790211,240381,0,194703,25013,169690,12000,0,0,186643,174643,12000,9,7,2,335333,206703,201,75,126,0,0,89,112,0,0,16,0,1.86,0,89,72,20,20,0,0
3,737,19730731,315,278,141,17,19981231,0.99,0.5,1899555,227659,34214,1662466,0,333119,1061245,392994,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
3,737,19730731,315,278,141,17,20011231,0.89,2.33,1818832,314768,20788,1662466,0,1423450,1092038,481276,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
4,737,19730731,315,278,141,17,20061231,0.96,0.81,1955444,351418,9594,1662466,0,683491,1519969,675274,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
4,737,19730731,315,278,141,17,20071231,0.98,0.64,1959867,323698,8010,1662466,0,619555,1691243,722718,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
3,712,19730719,1282,113,88,11,20061231,0.84,1.75,469638,138173,8413,384108,0,328846,332016,143795,0,201471,24159,177312,0,0,10629,184200,184200,0,19,2,0,849551,212100,168,72,96,0,0,12,156,0,0,3,0,2.22,0,11,121,24,12,0,0
3,712,19730719,1282,113,88,11,20071231,0.79,1.26,412426,101864,7916,384108,0,302002,395315,154871,0,201471,24159,177312,0,0,10629,184200,184200,0,19,2,0,849551,212100,168,72,96,0,0,12,156,0,0,3,0,2.22,0,11,121,24,12,0,0
3,718,19730719,1249,148,155,16,20011231,0.69,1.2,109315,33871,677,108563,0,58262,93582,32782,12328,54087,12294,41793,0,0,2569,40848,40848,0,1,5,0,82098,54087,45,11,34,0,0,0,45,0,0,0,0,1.67,0,24,12,9,0,0,0
4,718,19730719,1249,148,155,16,20041231,0.92,1.05,156825,56802,125,108561,0,44431,79131,36738,0,54087,12294,41793,0,0,2569,40848,40848,0,1,5,0,82098,54087,45,11,34,0,0,0,45,0,0,0,0,1.67,0,24,12,9,0,0,0
4,718,19730719,1249,148,155,16,20051231,0.89,0.83,136363,39621,588,108561,0,50589,102156,40938,0,54087,12294,41793,0,0,2569,40848,40848,0,1,5,0,82098,54087,45,11,34,0,0,0,45,0,0,0,0,1.67,0,24,12,9,0,0,0
1,731,19730607,504,66,8,17,19951231,1.5,4.93,234714,36840,8094,126641,0,260515,74813,21979,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,19961231,1.14,4.83,216629,63131,9689,126641,0,213362,67723,23584,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,19971231,1.07,5.06,204864,60549,9261,126641,0,300586,84733,25310,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,19981231,1.07,5.49,203844,62234,6458,126641,0,309749,83544,27116,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,19991231,1.14,6.58,208073,60492,5421,125222,0,315437,77114,29163,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,20011231,1.13,5.97,176613,26892,6420,126641,0,253776,76119,33623,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,20021231,1.08,3.32,142130,0,4870,126641,0,223938,103560,36113,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,20041231,1.09,2,200609,57289,4930,126641,0,138965,112270,42794,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,731,19730607,504,66,8,17,20081231,1.4,1.02,240792,62333,1636,126641,0,112955,165966,55674,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
5,731,19730607,504,66,8,17,20051231,-0.02,0.47,130661,129595,4147,126641,0,85811,228456,44795,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
3,690,19730523,753,229,15,10,20041231,0.97,1.12,1046540,163950,8075,898263,0,463317,735122,323211,0,236640,4218,232422,0,0,0,231640,231640,0,20,2,0,889715,236640,300,75,200,25,0,0,300,0,0,0,0,1.41,0,176,124,0,0,0,0
3,690,19730523,753,229,15,10,20071231,0.96,0.67,1094393,215448,15536,898263,0,398146,1005732,412594,0,236640,4218,232422,0,0,0,231640,231640,0,20,2,0,889715,236640,300,75,200,25,0,0,300,0,0,0,0,1.41,0,176,124,0,0,0,0
4,690,19730523,753,229,15,10,20061231,0.99,0.97,1181916,284554,10479,898264,0,432162,823836,380336,0,236640,4218,232422,0,0,0,231640,231640,0,20,2,0,889715,236640,300,75,200,25,0,0,300,0,0,0,0,1.41,0,176,124,0,0,0,0
5,632,19730503,166,117,3,17,19981231,0.87,0.75,856724,136735,26995,796299,0,354387,668538,195692,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
2,632,19730503,166,117,3,17,19991231,1.21,0.72,1092892,122450,23924,785477,0,347255,692567,211638,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
2,632,19730503,166,117,3,17,20011231,1.21,0.86,1251391,272824,18285,796299,0,293145,587687,247545,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
2,632,19730503,166,117,3,17,20041231,1.23,0.98,1213475,228794,9161,796299,0,568367,894430,313176,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
2,632,19730503,166,117,3,17,20051231,1.16,0.99,1034719,98320,9558,796299,0,500576,844749,338723,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
2,632,19730503,166,117,3,17,20061231,1.13,0.82,1296552,383344,11692,796299,0,440490,900865,366361,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
3,632,19730503,166,117,3,17,19961231,0.68,1.29,545630,7162,12734,769026,0,437353,506508,167388,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
4,632,19730503,166,117,3,17,19971231,0.87,1.1,883744,162662,25261,797409,0,408098,552462,180950,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
5,759,19730424,940,149,83,16,20071231,0.79,0.76,510062,204762,1199,387331,0,350241,636618,173067,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
5,759,19730424,940,149,83,16,20081231,0.63,0.52,299401,55955,671,387331,0,282481,735768,187703,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
5,682,19730424,864,228,51,17,19971231,0.63,0.44,33101,12595,1170,30496,0,24024,61162,6937,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
5,682,19730424,864,228,51,17,20051231,0.39,0.85,22016,9746,520,30496,0,32654,50470,12207,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
5,682,19730424,864,228,51,17,20061231,0.52,0.64,20962,4191,892,30496,0,37853,73385,14001,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
2,682,19730424,864,228,51,17,19951231,1.01,0.51,47779,14637,2470,30496,0,21442,47664,5934,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
2,682,19730424,864,228,51,17,19981231,1.82,0.41,66381,10150,844,30496,0,17802,50491,7518,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
2,682,19730424,864,228,51,17,19991215,1.15,0.54,41670,5704,965,30496,0,57690,107056,0,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
2,682,19730424,864,228,51,17,20071231,1.65,0.76,74041,22950,661,30496,0,30958,55966,15137,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
3,759,19730424,940,149,83,16,19991231,0.5,1.24,346025,142555,11838,382054,0,459704,462361,90397,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
3,759,19730424,940,149,83,16,20011231,1.02,0.96,441941,36801,9957,387331,0,328493,447202,106334,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
3,759,19730424,940,149,83,16,20051231,0.98,0.88,479781,97539,1651,387331,0,306278,494791,145330,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
3,682,19730424,864,228,51,17,20041231,0.71,1.41,38216,15733,786,30496,0,46176,45170,12336,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
4,759,19730424,940,149,83,16,20001231,0.82,1,435261,99593,19089,387331,0,402955,499173,98042,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
4,759,19730424,940,149,83,16,20021231,0.84,0.84,467797,133781,7548,387331,0,315158,488541,115326,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
4,759,19730424,940,149,83,16,20091231,0.98,0.41,799222,419144,905,387331,0,251428,820125,203577,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
4,682,19730424,864,228,51,17,19961231,0.85,0.56,49213,21241,1985,30496,0,41953,81116,6416,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
4,682,19730424,864,228,51,17,20011231,0.77,0.59,42262,15739,2992,30496,0,43197,83316,9582,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
5,742,19730411,285,89,114,17,19971231,0.82,0.55,353913,138712,5098,255400,0,102922,245251,56482,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
2,742,19730411,285,89,114,17,20001231,1.18,0.73,459407,154023,4000,255400,0,118918,234841,71695,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
3,742,19730411,285,89,114,17,20071231,0.89,1.61,401569,53730,13951,374646,0,373589,363416,131059,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
3,742,19730411,285,89,114,17,20091231,0.92,1.03,409420,71818,2671,362646,0,353172,489454,145675,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
4,742,19730411,285,89,114,17,19951231,0.79,0.63,396321,186969,7311,255399,0,77238,170577,48183,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
4,742,19730411,285,89,114,17,19961231,0.97,0.72,359266,105178,5205,255399,0,94523,182810,52167,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
4,742,19730411,285,89,114,17,19981231,0.93,0.64,353921,112694,2998,255399,0,156031,305638,61154,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
4,742,19730411,285,89,114,17,19991231,0.92,0.54,331353,94239,2782,255399,0,132335,310782,66215,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
3,719,19730314,32,295,24,17,19951231,0.3,2.66,204463,139009,6703,197485,0,187892,104990,34370,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
3,719,19730314,32,295,24,17,20041231,0.58,1.97,267189,153055,480,197485,0,249401,269257,67757,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
3,719,19730314,32,295,24,17,20051231,0.82,1.82,254387,89325,2265,197485,0,229231,273803,73135,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
3,694,19730306,516,149,156,4,19991231,0.69,1.31,899642,616731,13646,388483,0,2329534,2076995,292347,0,504000,19000,485000,2000,0,0,374500,372500,2000,3,14,6,0,506000,465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0
3,694,19730306,516,149,156,4,20061231,0.86,1.56,4610245,401801,65944,4800544,0,2285477,2138749,675326,0,504000,19000,485000,2000,0,0,374500,372500,2000,3,14,6,0,506000,465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0
4,694,19730306,516,149,156,4,20051231,0.88,1.17,4519041,529217,52711,4456718,0,1988095,2323829,630340,0,504000,19000,485000,2000,0,0,374500,372500,2000,3,14,6,0,506000,465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0
4,694,19730306,516,149,156,4,20071231,0.81,1.13,4032358,207616,60000,4657544,0,1642615,2175074,719521,0,504000,19000,485000,2000,0,0,374500,372500,2000,3,14,6,0,506000,465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0
4,694,19730306,516,149,156,4,20081231,0.86,1.13,4254741,222424,24052,4657544,0,865042,1379000,616252,107,504000,19000,485000,2000,0,0,374500,372500,2000,3,14,6,0,506000,465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0
2,730,19730124,416,36,109,1,19971231,1.02,0.66,734180,257385,11842,453947,0,289406,533701,96000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
2,730,19730124,416,36,109,1,19981231,1.01,0.44,592004,127655,5549,453926,0,202985,562189,106000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
2,730,19730124,416,36,109,1,19991231,1.09,0.45,621216,124597,3736,453920,0,198565,551912,114000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
2,730,19730124,416,36,109,1,20001231,1.2,0.43,652450,101991,7330,453920,0,197769,578824,120000,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
2,730,19730124,416,36,109,1,20011231,1.05,0,574536,53526,3860,491746,0,0,0,0,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
